https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),10339,10339,281,281
Alagoas (AL),24867,24867,811,811
Amapá (AP),18618,18618,338,338
Amazonas (AM),59547,59547,2579,2579
Bahia (BA),40927,40926,1222,1222
Ceará (CE),85606,84967,5307,5282
Distrito Federal(DF),27140,27140,365,365
Espírito Santo (ES),30508,30441,1179,1169
Goiás (GO),12776,12236,255,252
Maranhão (MA),64735,64735,1570,1570
Mato Grosso (MT),7361,7124,272,266
Mato Grosso do Sul (MS),4274,4164,39,36
Minas Gerais (MG),23347,23347,537,537
Pará (PA),76623,74192,4395,4350
Paraíba (PB),31712,31712,696,696
Paraná (PR),11225,11085,394,386
Pernambuco (PE),47446,47446,4009,4009
Piauí (PI),12099,11559,421,398
Rio de Janeiro (RJ),86963,86963,8138,8138
Rio Grande do Norte (RN),15889,15212,655,585
Rio Grande do Sul (RS),17128,17128,387,387
Rondônia (RO),13567,13567,361,360
Roraima (RR),7421,7150,231,224
Santa Catarina (SC),15015,15015,216,216
São Paulo (SP),191517,191517,11521,11521
Sergipe (SE),16807,16807,383,383
Tocantins (TO),7774,7573,152,149
TOTAL,961231,955377,46714,46510
