https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),27710,27710,654,654
Alagoas (AL),85937,85937,2046,2046
Amapá (AP),47657,47657,699,699
Amazonas (AM),135205,135205,4000,4000
Bahia (BA),303058,303058,6503,6503
Ceará (CE),237857,237147,8905,8891
Distrito Federal(DF),187895,187895,3175,3175
Espírito Santo (ES),128265,128265,3485,3485
Goiás (GO),199325,197857,4474,4436
Maranhão (MA),170923,170923,3703,3703
Mato Grosso (MT),119728,119122,3375,3325
Mato Grosso do Sul (MS),67834,67196,1249,1234
Minas Gerais (MG),283479,283479,7056,7056
Pará (PA),226826,225542,6534,6427
Paraíba (PB),119134,119134,2778,2778
Paraná (PR),171932,171932,4318,4318
Pernambuco (PE),144268,144268,8129,8129
Piauí (PI),94179,93399,2091,2085
Rio de Janeiro (RJ),259488,259488,18166,18166
Rio Grande do Norte (RN),68743,68331,2380,2368
Rio Grande do Sul (RS),183115,183115,4574,4574
Rondônia (RO),64732,64732,1328,1328
Roraima (RR),49681,49474,637,637
Santa Catarina (SC),211105,211105,2723,2723
São Paulo (SP),964921,964921,34877,34877
Sergipe (SE),76727,76727,2010,2010
Tocantins (TO),66516,65994,917,910
TOTAL,4696240,4689613,140786,140537
