https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),46429,46429,850,850
Alagoas (AL),114169,114169,2683,2683
Amapá (AP),75249,75249,1025,1025
Amazonas (AM),249713,249713,7146,7146
Bahia (BA),565320,565320,9857,9857
Ceará (CE),363967,362351,10332,10331
Distrito Federal(DF),270171,270171,4476,4476
Espírito Santo (ES),285654,285641,5668,5667
Goiás (GO),338155,338096,7286,7285
Maranhão (MA),205481,205481,4649,4649
Mato Grosso (MT),208088,206937,4968,4895
Mato Grosso do Sul (MS),156711,156459,2819,2812
Minas Gerais (MG),690853,690853,14279,14279
Pará (PA),319545,318777,7530,7499
Paraíba (PB),183726,183726,3980,3980
Paraná (PR),523990,523990,9395,9395
Pernambuco (PE),250702,250702,10193,10193
Piauí (PI),155723,155362,3012,3004
Rio de Janeiro (RJ),501202,501202,28833,28833
Rio Grande do Norte (RN),137024,135774,3257,3235
Rio Grande do Sul (RS),528045,528045,10311,10311
Rondônia (RO),117101,117101,2111,2111
Roraima (RR),72462,72313,821,821
Santa Catarina (SC),558975,558975,6124,6124
São Paulo (SP),1699427,1699427,51502,51502
Sergipe (SE),132829,132829,2727,2727
Tocantins (TO),99623,99485,1348,1347
TOTAL,8850334,8844577,217182,217037
