https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),16190,16190,426,426
Alagoas (AL),45330,45330,1281,1281
Amapá (AP),31364,31364,474,474
Amazonas (AM),83526,83526,3039,3039
Bahia (BA),105763,105763,2483,2483
Ceará (CE),136790,136785,6869,6868
Distrito Federal(DF),70712,70712,902,902
Espírito Santo (ES),62873,62799,2010,2003
Goiás (GO),36568,36244,851,849
Maranhão (MA),98952,98952,2463,2463
Mato Grosso (MT),28791,28411,1077,1047
Mato Grosso do Sul (MS),13197,13197,161,161
Minas Gerais (MG),75851,75851,1576,1576
Pará (PA),126509,125714,5293,5289
Paraíba (PB),60784,60784,1284,1284
Paraná (PR),42537,42537,1045,1045
Pernambuco (PE),72470,72470,5595,5595
Piauí (PI),33359,32963,960,936
Rio de Janeiro (RJ),129684,129684,11415,11415
Rio Grande do Norte (RN),39421,39421,1394,1394
Rio Grande do Sul (RS),39240,39240,962,962
Rondônia (RO),26728,26728,628,628
Roraima (RR),22627,22225,397,396
Santa Catarina (SC),43031,43031,497,497
São Paulo (SP),371997,371997,17848,17848
Sergipe (SE),37631,37631,984,984
Tocantins (TO),15132,15132,255,255
TOTAL,1867057,1864681,72169,72100
