https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),53455,53455,931,931
Alagoas (AL),125044,125044,2873,2873
Amapá (AP),80663,80663,1106,1106
Amazonas (AM),295879,295879,9992,9992
Bahia (BA),631645,631645,10798,10798
Ceará (CE),396495,396495,10836,10836
Distrito Federal(DF),285576,285576,4697,4697
Espírito Santo (ES),311278,311236,6164,6156
Goiás (GO),373530,372372,8027,7984
Maranhão (MA),213087,213087,4860,4860
Mato Grosso (MT),234154,232716,5485,5396
Mato Grosso do Sul (MS),171828,170917,3160,3142
Minas Gerais (MG),808693,808693,16887,16887
Pará (PA),349671,348448,8064,8019
Paraíba (PB),205579,205579,4255,4255
Paraná (PR),589494,589494,10765,10765
Pernambuco (PE),281331,281331,10677,10677
Piauí (PI),166589,166098,3201,3190
Rio de Janeiro (RJ),555541,555541,31512,31512
Rio Grande do Norte (RN),158296,156939,3438,3413
Rio Grande do Sul (RS),586315,586315,11387,11387
Rondônia (RO),137384,137384,2533,2533
Roraima (RR),77697,77531,995,976
Santa Catarina (SC),615441,615441,6746,6746
São Paulo (SP),1915914,1915914,56304,56304
Sergipe (SE),145677,145677,2881,2881
Tocantins (TO),107560,107240,1458,1457
TOTAL,9873816,9866710,240032,239773
