https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),50454,50454,886,886
Alagoas (AL),120455,120455,2797,2797
Amapá (AP),78646,78646,1079,1079
Amazonas (AM),281754,281754,8934,8934
Bahia (BA),606062,606062,10334,10334
Ceará (CE),382597,381621,10612,10611
Distrito Federal(DF),280599,280599,4608,4608
Espírito Santo (ES),301861,301834,5986,5986
Goiás (GO),360776,360626,7707,7690
Maranhão (MA),209604,209604,4765,4765
Mato Grosso (MT),225042,223770,5285,5201
Mato Grosso do Sul (MS),165553,165141,3012,2999
Minas Gerais (MG),767061,767061,15807,15807
Pará (PA),338670,338047,7807,7762
Paraíba (PB),197460,197460,4135,4135
Paraná (PR),568350,568350,10377,10377
Pernambuco (PE),269937,269937,10481,10481
Piauí (PI),162405,162148,3127,3120
Rio de Janeiro (RJ),537824,537824,30596,30596
Rio Grande do Norte (RN),144407,143519,3339,3328
Rio Grande do Sul (RS),563706,563706,10984,10984
Rondônia (RO),130753,130753,2341,2341
Roraima (RR),75712,75492,896,896
Santa Catarina (SC),593172,593172,6510,6510
São Paulo (SP),1845086,1845086,54545,54545
Sergipe (SE),140272,140272,2826,2826
Tocantins (TO),104592,104402,1419,1414
TOTAL,9502810,9497795,231195,231012
