https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),14941,14941,399,399
Alagoas (AL),41524,41524,1192,1192
Amapá (AP),30294,30294,455,455
Amazonas (AM),79167,79167,2952,2952
Bahia (BA),91954,91954,2216,2216
Ceará (CE),126142,124952,6563,6556
Distrito Federal(DF),62694,62694,767,767
Espírito Santo (ES),56703,56698,1880,1880
Goiás (GO),32001,31308,732,701
Maranhão (MA),92088,92088,2286,2286
Mato Grosso (MT),23506,22406,896,846
Mato Grosso do Sul (MS),10687,10687,128,128
Minas Gerais (MG),60897,60897,1282,1282
Pará (PA),118744,116152,5169,5128
Paraíba (PB),54802,54802,1145,1145
Paraná (PR),34309,34308,851,851
Pernambuco (PE),66151,66151,5234,5234
Piauí (PI),28411,27514,858,834
Rio de Janeiro (RJ),124086,124086,10881,10881
Rio Grande do Norte (RN),35820,35820,1291,1291
Rio Grande do Sul (RS),33800,33800,793,791
Rondônia (RO),24564,24564,577,577
Roraima (RR),19284,19088,386,376
Santa Catarina (SC),35343,35342,420,419
São Paulo (SP),332708,332708,16475,16475
Sergipe (SE),31640,31640,851,851
Tocantins (TO),13004,13004,228,228
TOTAL,1675264,1668589,66907,66741
