https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),14112,14112,387,387
Alagoas (AL),38404,38404,1113,1113
Amapá (AP),29574,29574,438,438
Amazonas (AM),74537,74537,2887,2887
Bahia (BA),82314,82314,2001,2001
Ceará (CE),118311,118041,6373,6351
Distrito Federal(DF),53996,53996,643,643
Espírito Santo (ES),51689,51689,1758,1758
Goiás (GO),27502,26330,602,586
Maranhão (MA),88214,88214,2153,2153
Mato Grosso (MT),19540,18854,741,709
Mato Grosso do Sul (MS),9388,9388,107,107
Minas Gerais (MG),53351,53351,1110,1110
Pará (PA),112531,110411,5069,5050
Paraíba (PB),50765,50765,1062,1062
Paraná (PR),28166,28166,728,728
Pernambuco (PE),62362,62362,5068,5068
Piauí (PI),25561,24376,762,726
Rio de Janeiro (RJ),118956,118956,10500,10500
Rio Grande do Norte (RN),33487,33421,1177,1171
Rio Grande do Sul (RS),30371,30371,690,690
Rondônia (RO),22241,22241,533,533
Roraima (RR),18769,18323,358,358
Santa Catarina (SC),30261,30261,376,376
São Paulo (SP),310702,310702,15694,15694
Sergipe (SE),28186,28186,764,764
Tocantins (TO),11736,11736,211,211
TOTAL,1545026,1539081,63305,63174
