https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),10664,10664,287,287
Alagoas (AL),25633,25633,831,831
Amapá (AP),19387,19387,342,342
Amazonas (AM),60736,60736,2605,2605
Bahia (BA),41578,41577,1263,1263
Ceará (CE),88132,87273,5393,5377
Distrito Federal(DF),28521,28521,379,379
Espírito Santo (ES),31772,31671,1223,1217
Goiás (GO),13665,13304,275,264
Maranhão (MA),66091,66091,1607,1607
Mato Grosso (MT),8166,7512,295,281
Mato Grosso do Sul (MS),4666,4274,40,39
Minas Gerais (MG),24906,24906,570,570
Pará (PA),80072,76623,4469,4395
Paraíba (PB),31760,31760,709,709
Paraná (PR),12059,11919,415,406
Pernambuco (PE),48626,48626,4057,4057
Piauí (PI),12567,12099,435,421
Rio de Janeiro (RJ),87317,87317,8412,8412
Rio Grande do Norte (RN),16039,15889,693,655
Rio Grande do Sul (RS),17822,17822,406,406
Rondônia (RO),13804,13804,374,374
Roraima (RR),7650,7421,239,231
Santa Catarina (SC),15573,15573,222,222
São Paulo (SP),192628,192628,11846,11846
Sergipe (SE),17338,17338,400,400
Tocantins (TO),7956,7774,159,152
TOTAL,985128,978142,47946,47748
