https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),8746,8746,237,237
Alagoas (AL),18176,18176,660,660
Amapá (AP),14623,14623,289,289
Amazonas (AM),52849,52849,2363,2363
Bahia (BA),32685,32685,975,975
Ceará (CE),71947,71402,4519,4480
Distrito Federal(DF),19433,19433,256,256
Espírito Santo (ES),23391,23344,937,936
Goiás (GO),7401,7159,189,188
Maranhão (MA),53508,53508,1322,1322
Mato Grosso (MT),4762,4602,153,146
Mato Grosso do Sul (MS),2597,2597,24,24
Minas Gerais (MG),17501,17501,409,409
Pará (PA),63405,62095,3980,3927
Paraíba (PB),24032,24032,559,559
Paraná (PR),7831,7831,275,275
Pernambuco (PE),41935,41935,3531,3531
Piauí (PI),8823,8359,299,283
Rio de Janeiro (RJ),74373,74373,7138,7138
Rio Grande do Norte (RN),11568,11568,487,487
Rio Grande do Sul (RS),13619,13619,316,316
Rondônia (RO),9850,9850,267,267
Roraima (RR),6347,6347,182,182
Santa Catarina (SC),12594,12594,184,184
São Paulo (SP),156316,156316,9862,9862
Sergipe (SE),10616,10615,264,264
Tocantins (TO),6257,6257,120,120
TOTAL,775185,772416,39797,39680
