https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),56257,56257,982,982
Alagoas (AL),129917,129917,2969,2969
Amapá (AP),83062,83062,1135,1135
Amazonas (AM),312339,312339,10728,10728
Bahia (BA),669821,669821,11488,11488
Ceará (CE),420369,418072,11184,11143
Distrito Federal(DF),293782,293782,4805,4805
Espírito Santo (ES),323043,322920,6362,6362
Goiás (GO),391196,390483,8452,8451
Maranhão (MA),218156,218156,4994,4994
Mato Grosso (MT),248444,246672,5747,5648
Mato Grosso do Sul (MS),180058,179144,3293,3270
Minas Gerais (MG),862502,862502,18135,18135
Pará (PA),362488,360629,8519,8435
Paraíba (PB),217121,217121,4433,4433
Paraná (PR),633553,633553,11467,11467
Pernambuco (PE),295681,295681,10926,10926
Piauí (PI),172525,171668,3305,3289
Rio de Janeiro (RJ),579118,579118,32771,32771
Rio Grande do Norte (RN),166305,163515,3587,3553
Rio Grande do Sul (RS),624831,624831,12149,12149
Rondônia (RO),146426,146426,2801,2801
Roraima (RR),81281,80923,1092,1083
Santa Catarina (SC),657649,657649,7165,7165
São Paulo (SP),2014529,2014529,58873,58873
Sergipe (SE),149637,149637,2940,2940
Tocantins (TO),112823,112054,1509,1503
TOTAL,10402913,10390461,251811,251498
