https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),46239,46239,848,848
Alagoas (AL),113662,113662,2674,2674
Amapá (AP),75054,75054,1025,1025
Amazonas (AM),248561,248561,7051,7051
Bahia (BA),562466,562466,9827,9827
Ceará (CE),362351,360973,10331,10320
Distrito Federal(DF),269350,269350,4468,4468
Espírito Santo (ES),284854,284841,5658,5658
Goiás (GO),338076,337974,7282,7278
Maranhão (MA),205396,205396,4644,4644
Mato Grosso (MT),207747,206598,4954,4882
Mato Grosso do Sul (MS),156459,155972,2812,2794
Minas Gerais (MG),686682,686682,14148,14148
Pará (PA),318777,317876,7499,7487
Paraíba (PB),182907,182907,3968,3968
Paraná (PR),522169,522169,9355,9355
Pernambuco (PE),250165,250165,10177,10177
Piauí (PI),155362,155105,3004,2999
Rio de Janeiro (RJ),500185,500185,28812,28812
Rio Grande do Norte (RN),135774,134881,3247,3230
Rio Grande do Sul (RS),527182,527182,10299,10299
Rondônia (RO),116133,116133,2097,2097
Roraima (RR),72313,72127,821,821
Santa Catarina (SC),557774,557774,6097,6097
São Paulo (SP),1694355,1694355,51423,51423
Sergipe (SE),132337,132337,2719,2719
Tocantins (TO),99485,99290,1347,1344
TOTAL,8821815,8816254,216587,216445
