https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),13058,13058,353,353
Alagoas (AL),34312,34312,1012,1012
Amapá (AP),27985,27985,407,407
Amazonas (AM),69649,69649,2784,2780
Bahia (BA),68495,68495,1748,1748
Ceará (CE),107593,107568,5995,5990
Distrito Federal(DF),44905,44905,548,548
Espírito Santo (ES),43683,43683,1568,1568
Goiás (GO),22183,21984,436,435
Maranhão (MA),78512,78512,1982,1982
Mato Grosso (MT),14687,14687,563,563
Mato Grosso do Sul (MS),7527,7527,75,72
Minas Gerais (MG),42741,42741,899,899
Pará (PA),101207,100443,4870,4845
Paraíba (PB),44679,44679,911,911
Paraná (PR),20742,20742,599,599
Pernambuco (PE),58107,58107,4751,4751
Piauí (PI),19753,19158,643,615
Rio de Janeiro (RJ),111298,111298,9819,9819
Rio Grande do Norte (RN),24456,24456,937,937
Rio Grande do Sul (RS),25243,25243,559,559
Rondônia (RO),19820,19820,486,486
Roraima (RR),14459,14341,281,281
Santa Catarina (SC),24364,24364,312,312
São Paulo (SP),271737,271737,14338,14338
Sergipe (SE),24421,24421,620,620
Tocantins (TO),10228,10228,192,192
TOTAL,1345844,1344143,57688,57622
