https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),9534,9534,256,256
Alagoas (AL),20887,20887,723,723
Amapá (AP),16322,16322,319,319
Amazonas (AM),56026,56026,2465,2465
Bahia (BA),35788,35788,1069,1069
Ceará (CE),76429,76429,4829,4829
Distrito Federal(DF),21959,21959,293,293
Espírito Santo (ES),26011,25932,1028,1022
Goiás (GO),7941,7940,211,208
Maranhão (MA),58859,58859,1436,1436
Mato Grosso (MT),5739,5524,199,192
Mato Grosso do Sul (MS),3433,3235,31,28
Minas Gerais (MG),20614,20614,454,454
Pará (PA),68510,68510,4191,4177
Paraíba (PB),27454,27454,623,623
Paraná (PR),9353,9233,320,312
Pernambuco (PE),44671,44671,3784,3784
Piauí (PI),10153,9825,360,335
Rio de Janeiro (RJ),78836,78836,7592,7592
Rio Grande do Norte (RN),14171,13789,534,533
Rio Grande do Sul (RS),14627,14627,344,344
Rondônia (RO),11710,11710,309,309
Roraima (RR),6875,6842,200,197
Santa Catarina (SC),13296,13296,193,193
São Paulo (SP),172875,172875,10581,10581
Sergipe (SE),12866,12866,316,316
Tocantins (TO),6972,6931,132,130
TOTAL,851911,850514,42792,42720
