https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),12022,12022,326,326
Alagoas (AL),31230,31230,938,938
Amapá (AP),26919,26919,387,387
Amazonas (AM),66764,66764,2710,2710
Bahia (BA),51932,51931,1541,1541
Ceará (CE),99578,99578,5815,5815
Distrito Federal(DF),37254,37254,495,495
Espírito Santo (ES),38483,38481,1463,1463
Goiás (GO),19302,18622,375,363
Maranhão (MA),73314,73314,1836,1836
Mato Grosso (MT),11571,11443,445,443
Mato Grosso do Sul (MS),6201,6201,56,56
Minas Gerais (MG),31343,31343,771,771
Pará (PA),94036,91708,4748,4726
Paraíba (PB),39912,39912,828,828
Paraná (PR),16963,16963,521,521
Pernambuco (PE),54022,54022,4425,4425
Piauí (PI),17080,16227,546,534
Rio de Janeiro (RJ),103493,103493,9295,9295
Rio Grande do Norte (RN),21844,21774,814,807
Rio Grande do Sul (RS),22009,22009,500,500
Rondônia (RO),17424,17424,455,455
Roraima (RR),11872,10803,271,259
Santa Catarina (SC),20921,20921,279,279
São Paulo (SP),238822,238822,13352,13352
Sergipe (SE),20353,20353,524,524
Tocantins (TO),9098,9098,181,181
TOTAL,1193762,1188631,53897,53830
