https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),12304,12304,335,335
Alagoas (AL),32065,32065,958,958
Amapá (AP),27415,27415,394,394
Amazonas (AM),67267,67267,2731,2731
Bahia (BA),54291,54291,1601,1601
Ceará (CE),103118,102126,5895,5875
Distrito Federal(DF),38871,38871,509,509
Espírito Santo (ES),40406,40246,1490,1490
Goiás (GO),20377,19547,384,384
Maranhão (MA),74925,74925,1871,1871
Mato Grosso (MT),12601,12157,476,462
Mato Grosso do Sul (MS),6523,6523,61,61
Minas Gerais (MG),32769,32769,806,806
Pará (PA),96472,94036,4803,4748
Paraíba (PB),40824,40824,842,842
Paraná (PR),17821,17821,539,539
Pernambuco (PE),55136,55136,4488,4488
Piauí (PI),18023,17080,574,546
Rio de Janeiro (RJ),105897,105897,9450,9450
Rio Grande do Norte (RN),22738,22665,865,858
Rio Grande do Sul (RS),23060,23060,500,500
Rondônia (RO),18173,18173,467,467
Roraima (RR),12911,11872,271,271
Santa Catarina (SC),21951,21951,289,289
São Paulo (SP),248587,248587,13759,13759
Sergipe (SE),21081,21081,554,554
Tocantins (TO),9425,9425,183,183
TOTAL,1235031,1228114,55095,54971
,41269,39483,1198,1141
