https://covid19br.wcota.me/,,,,
,,,,
,,,,
Estado,Secretarias,Ministério,Óbitos,Óbitos Ministério
Acre (AC),11539,11539,305,305
Alagoas (AL),29395,29395,903,903
Amapá (AP),24862,24682,372,372
Amazonas (AM),63731,63731,2671,2671
Bahia (BA),47086,47086,1441,1441
Ceará (CE),94708,94158,5618,5604
Distrito Federal(DF),34148,34148,449,449
Espírito Santo (ES),36147,35784,1387,1362
Goiás (GO),17119,16536,324,311
Maranhão (MA),70689,70689,1760,1760
Mato Grosso (MT),10270,10021,394,384
Mato Grosso do Sul (MS),5391,5391,49,47
Minas Gerais (MG),28918,28918,688,688
Pará (PA),88636,86020,4672,4605
Paraíba (PB),37253,37253,784,784
Paraná (PR),15124,15124,469,469
Pernambuco (PE),52494,52494,4252,4252
Piauí (PI),15269,14476,517,502
Rio de Janeiro (RJ),97573,97572,8933,8933
Rio Grande do Norte (RN),19957,19957,730,730
Rio Grande do Sul (RS),19710,19710,458,458
Rondônia (RO),15827,15827,432,431
Roraima (RR),10340,8188,251,251
Santa Catarina (SC),17937,17937,256,256
São Paulo (SP),221973,221973,12634,12634
Sergipe (SE),19384,19384,491,491
Tocantins (TO),8477,8477,178,178
TOTAL,1113957,1106470,51418,51271
